1023.12,5918.36,NA,41,Atp6v0e2
982.52,6050.28,NA,41,Scn3b
953.76,6018.56,NA,41,Ddx6
1011.04,6063.76,NA,41,Add2
1017.28,6060.08,NA,41,Ogt
933.32,5913.12,NA,41,Kif5a
937.96,5929.88,NA,41,Scamp5
1017.04,5920.2,NA,41,Etnk1
968.36,5921.52,NA,41,Rbfox2
910.2,5998.4,NA,41,Eef1a2
977.56,6054.12,NA,41,Eef1a2
946.56,5926.68,NA,41,Eef1a2
917.68,5993.48,NA,41,Nkiras1
973.6,5916,NA,41,Ppfia2
966.68,5912.56,NA,41,Pum1
1010.08,6063.84,NA,41,R3hdm4
930.12,6008.4,NA,41,R3hdm4
832.16,6494.52,NA,46,R3hdm4
848,6525,NA,46,R3hdm4
923.44,5992.36,NA,41,Gdap1
1006.16,6069.92,NA,41,Dlgap4
985.56,5908.08,NA,41,Cend1
938.32,6001.56,NA,41,Lynx1
915.64,5930.64,NA,41,Ankrd17
933.2,6641.8,NA,46,Glg1
797.44,6454.24,NA,46,Glg1
991.16,5917.6,NA,41,Spag9
950.16,6014.72,NA,41,Hnrnph2
1014.44,6074.92,NA,41,Hnrnph2
961.32,6034.8,NA,41,Pdia6
795.72,6582.4,NA,46,Tspyl1
996.92,6054.96,NA,41,Dner
903.44,5917.64,NA,41,Atp1a1
837.52,6568.8,NA,46,Zer1
1000.48,5925.72,NA,41,Prkaca
940.08,5939.64,NA,41,Fam81a
916.8,5912,NA,41,Ist1
899.16,5965.64,NA,41,Stim2
972.52,5907.6,NA,41,Nlgn1
901.72,5999.32,NA,41,Clip3
903.6,5970.24,NA,41,Clip3
962.32,5935.96,NA,41,Mprip
1013.68,5938.84,NA,41,Mprip
1004.76,5929.88,NA,41,Tef
827.88,6468.52,NA,46,Sdf2
906.76,5962.92,NA,41,Gps1
1021.96,5935.72,NA,41,Gps1
900.6,5934.8,NA,41,Mfn2
953,5926.28,NA,41,Ddb1
993.88,5908.04,NA,41,Dctn1
764.88,6612.12,NA,46,Dctn1
903.92,5966.04,NA,41,C2cd2l
1013.12,5941.32,NA,41,Tmco1
891.88,5966.2,NA,41,Kpnb1
922.2,5904.28,NA,41,Man2a2
978.76,5931.92,NA,41,Man2a2
999.28,5941.6,NA,41,Ina
961.76,5937.68,NA,41,Wdr6
901.08,5924,NA,41,Slc38a2
930.8,6004.8,NA,41,Acin1
880,6591.32,NA,46,Rnf157
950.48,6033.44,NA,41,Flrt2
954.4,5928.84,NA,41,Mrps25
955.52,6015.04,NA,41,R3hdm2
1018.8,5919.92,NA,41,Slc9a6
986.4,5890.92,NA,41,Rnf165
991.48,5995.52,NA,41,Rere
893.32,5917,NA,41,Rnf220
903.64,5927.68,NA,41,Slc25a23
798.56,6579.08,NA,46,P4hb
934.08,6014.6,NA,41,Pigq
918.12,5991.44,NA,41,P4htm
985.72,5896.12,NA,41,Ilf3
812.8,6540.08,NA,46,Drosha
905,5912.16,NA,41,Arhgef7
1004.16,5928.4,NA,41,Gpatch11
1008.6,6067.88,NA,41,Sptbn4
840.96,6593,NA,46,Sptbn4
811.4,6522.52,NA,46,Papss1
963.28,5927.16,NA,41,Slc6a7
910.36,5944.04,NA,41,Atxn7l3
911.84,5908.96,NA,41,Atxn7l3
1022.56,5939.2,NA,41,Abcf2
938.72,5998.64,NA,41,Frmpd4
941.12,5892.84,NA,41,Nr4a1
1021.16,5975.8,NA,41,Ptdss1
902.68,5922.96,NA,41,Pip5k1a
888.48,5966,NA,41,Sec63
895.24,5967.96,NA,41,Otud6b
912.16,5947.76,NA,41,Anapc4
1018.6,6073.92,NA,41,Wipf2
1000,5927.6,NA,41,Stoml2
1016.44,5974.44,NA,41,Gramd1a
951.76,6037.76,NA,41,Lrp8
883.16,6570.12,NA,46,Ppp1r9b
772,6617.64,NA,46,Calu
990.8,5896.52,NA,41,Larp1
826.52,6572.2,NA,46,Coro2b
853.08,6566.52,NA,46,Sptb
941.92,6012.6,NA,41,Jarid2
883.32,5966.6,NA,41,Keap1
920.2,5932.76,NA,41,Keap1
888.04,5973.52,NA,41,Uap1
1006.6,6061.8,NA,41,Mast4
1020.8,5923.52,NA,41,Sp3
995.76,6058.04,NA,41,Sp3
927.36,5900.64,NA,41,Trappc12
979.48,6053.36,NA,41,Ephb6
848.32,6550.36,NA,46,Grn
961.72,6036.68,NA,41,Csmd1
949.12,6015.6,NA,41,Abca5
961.4,6035.12,NA,41,Fmn2
968.68,5900.32,NA,41,Fxr2
827.68,6508.32,NA,46,Fxr2
900.36,5972.68,NA,41,Arhgef3
873.16,5953.64,NA,41,Syt17
957.92,6038.24,NA,41,Abhd16a
913.6,5994.84,NA,41,Dstyk
1021.92,5976.36,NA,41,Fbxo38
955.28,5927.64,NA,41,Rnf168
939.96,5907.32,NA,41,Dcaf11
894.04,5929.32,NA,41,Wscd2
917.16,5907.04,NA,41,Wscd2
898.56,5945.32,NA,41,Srp68
898.56,5911.36,NA,41,Smg6
890.76,6568.64,NA,46,Grk6
997.64,6022.72,NA,41,Ccdc149
921.36,5930.92,NA,41,Pef1
945.76,5924.32,NA,41,Pef1
980,5900,NA,41,Sos1
883.04,6593.08,NA,46,Uggt1
1014.08,5975.24,NA,41,Ap3s2
858.72,6553.52,NA,46,Nucb1
894.44,5928,NA,41,Srebf2
994.48,5900.08,NA,41,Dda1
964.12,5936.92,NA,41,Pcp4l1
960.68,5971.88,NA,41,Abcg4
973.68,5905.24,NA,41,Sfxn4
894.4,5963.88,NA,41,Ints10
964.68,5908.68,NA,41,Gspt2
977.84,6053.08,NA,41,Zfp354c
961.48,6041.4,NA,41,Ampd2
913.16,5993.84,NA,41,Dnajc14
